entity_id,entity_label,relation_id,Question
Q25989,Central European Time,R421,What is a place located inside the central european time zone
Q4667388,Abhijat Joshi,R58,who did the film story credits for abhijat joshi
Q6895044,multiplayer video game,R404,Which is the name of a multiplayer game that is based off of an anime
Q13386323,Valea Mare River,P17,which european basin countries does the valea mare river pass through
Q453828,Prims,P17,Which country is the prims river located in
Q13403364,jazz piano,R1303,who plays jazz piano
Q83440,country music,R136,who is a known country artist
Q5097142,UU Aurigae,P31,What type of astral body is uu aurigae
Q2429028,Thorold Dickinson,P19,Where was Thorold Dickinson born
Q1608236,Principal Snyder,P21,what is principal snyder gender
Q1332531,Ellory Elkayem,R58,in what film did ellory elkayem contribute
Q641941,Pretty Poison,P136,What is the genre of film that pretty poison is
Q4980407,Bryan Sutton,P1303,what music instrument does bryan sutton play
Q255314,Sherlock Holmes and the Secret Weapon,P136,what type of movie is sherlock holmes and the secret weapon
Q7924696,Vibronics,P136,what kind of music does vibronics play
Q295589,Alessandro Baricco,R175,What is an album by alessandro baricco
Q280658,forward,R413,Name a football forward
Q1491067,Gagarin,P376,Where is gagarin found
Q604055,Indian Standard Time,R421,what location is in the indian standard time
Q39730,Bruno Grougi,P21,What is bruno grougi gender
Q6288154,Joseph Zuken,P27,Which country does joseph zuken have citizenship in
Q7832222,Trading Matters,P136,What is the genre of the tv program  trading matters
Q3559410,Vince Coleman,P27,What is vince coleman nationality
Q16087938,Q16087938,P19,where did radovan vujovic originated from
Q6106598,J N Williamson,P19,Where was j n williamson birthed
Q183513,Buffy the Vampire Slayer,R179,What is the name of a season 5 episode of buffy the vampire slayer
Q3283916,Confessions of a Teenage Drama Queen,P136,what type of music is confessions of a teenage drama queen listed as
Q3771392,Giuseppe Samona,P21,what gender is giuseppe samona
Q24925,science fiction,R136,Name a science fiction tv program
Q7248253,Profile II: The Best of Emmylou Harris,P175,The album titled profile ii: the best of emmylou harris is from which artist
Q1760512,Gold,P175,What artist released gold
Q6879973,Mist King Urth,P136,What type of album is mist king urth
Q6692583,Q6692583,P86,who is the composer for  lovin you
Q7559400,Some Girls,P136,What type of music do some girls play
Q7150227,Paul Dempsey,P21,What gender is paul dempsey
Q4668716,Abraham Gold,P364,In what language was the movie abrahams gold filmed
Q12202,stroke,R509,Who died from a stroke
Q999293,Hewitt,P421,what is the time zone of hewitt
Q843402,Warner Bros Records,R264,what artist belongs to warner bros records
Q3031096,Vijay Raaz,P106,What is the profession of vijay raaz
Q1690964,Jobriath,P264,what is the label that jobriath is under
Q5004362,Byron Galvez,P737,which painter influenced byron galvez
Q3440244,Roland Romanelli,P19,what largest city of Algeria is roland romanelli from 
Q2903389,Bill Foster,P27,which country is bill foster from
Q1813,Saint-Tropez,P138,who was saint-tropez named after
Q273925,Gladys Marin,P106,what is the occupation of gladys marin
Q641760,Ted,P162,who produced ted
Q1170879,Samuel Hoar,P19,Where was samuel hoar born
Q7343415,Robert Davidson,P27,what is the nationality of robert davidson
Q19204627,American football player,R106,Who is an american football player on the New York Jets in the 2006 season
Q232465,Pippa Middleton,P140,what is  pippa middletons religion
Q11399,rock music,R136,what albums are rock music 
Q5229903,Dave Stamper,R86,What film used music contributed by dave stamper
Q3208914,Lady from Louisiana,P57,who directed lady from louisiana
Q986536,Sao Francisco do Sul,P17,what is the second level division of sao francisco do sul
Q1989017,Langrisser V: The End of Legend,P136,what type of computer video game is langrisser v: the end of legend
Q7936652,Visvanathan Rudrakumaran,P19,from what city is visvanathan rudrakumaran from
Q124426,2201 Oljato,P31,2201 oljato is an example of what celestial object
Q2828122,Ain't Nobody Worryin',P175,Who wrote the album aint nobody worryin
Q16232272,Chase McBride,P106,What is Chase McBride profession
Q1344,opera,R136,what artist makes opera music
Q49085,African Americans,R172,Who is a notable african american
Q2940983,Casey Jones,P676,who is the lyricist of casey jones
Q23643,Miazzina,P421,what time zone is miazzina within
Q6012534,In the Mirror of Maya Deren,P495,what country is the film in the mirror of maya deren from
Q7287823,Ralph Macchio,R170,which character did ralph macchio (comics) create 
Q600781,(9546) 1984 SD6,P397,what does (9546) 1984 sd6 orbit 
Q645928,biographical film,R136,what films are within the genre biographical film
Q2885313,Gabriel Manelli,P27,what country is gabriel manelli from
Q7313991,Repetition,P364,In what language is repetition written in
Q202041,Jamiroquai,P264,what is the label of the artist jamiroquai
Q1702718,Scar City,P136,what kind of film is scar city
Q14428,Capcom,R123,What is the title of a game that capcom published
Q6929444,Mr Praline,P21,What gender is mr praline
Q3321142,Clara Campoamor,P106,What is clara campoamor rodriguez profession
Q6722375,Mac Van Valkenburg,P27,What is mac van valkenburg nationality
Q16192721,Mark Gilroy,P19,where was mark gilroy born
Q7420352,Santiago Schnell,P19,which country was santiago schnell born
Q2917578,The Mahabharata,P364,which language is spoken in the mahabharata
Q639182,SST Records,R264,Name an artist signed to sst records
Q5407256,Eugene Francis Jnr,P1303,which instrument did eugene francis jnr play
Q613575,Yvan Rajoarimanana,P413,What position did yvan rajoarimanana play
Q94043,Johan Botha,P27,Which country is johan botha from
Q245389,Zygmunt Solorz-Zak,P19,which city was zygmunt solorz-Zak originally from
Q3001264,Rochester,P421,What time zone is Rochester in
Q3502387,Sub Rosa,P136,what types of music is sub rosa
Q6662466,Lloyd Haynes,P20,Where did lloyd haynes die
Q6948895,Mystery of the River Boat,P364,what language was mystery of the river boat filmed in
Q44803,Salta Province,R276,what happened at salta province
Q4659502,A Shropshire Lad,P50,Who is the author of the book a shropshire lad
Q847142,Pacific Time Zone,R421,what city uses pacific time zone
Q10393031,George Smith,P413,Which position did george smith play
Q397,Latin,R136,Who is a latin artist
Q7764738,The Slanted Screen,P136,what kind of movie is the slanted screen
Q11399,rock music,R136,whats the name of a rock music album
Q7289788,Ramo Nakajima,P27,what country is ramo nakajima from
Q7173002,Peter Brownback,P27,what country is peter brownback originally from
Q1245,Enrico de Nicola,P106,what is enrico de nicola profession 
Q1733779,LA Without a Map,P495,What country made the movie la without a map
Q4646285,99,P364,What is the language spoken in 99 
Q497155,Touchstone Pictures,R272,What films has touchstone pictures released 
Q17001822,A Discord Electric,P136,what music genre is on a discord electric
Q541679,Democrats of the Left,P1142,What is the basic ideology of the democrats of the left
Q885977,Bluebird Records,R264,which musician recorded bluebird records
Q863090,Lipps Inc,P136,what kind of music does lipps inc perform
Q101592,Reamonn,P136,what type of music does reamonn perform
Q192239,historical novel,R136,what are titles of historical novels
Q1087300,The Cinematic Orchestra,P136,what music does the cinematic orchestra perform
Q483251,death metal,R136,what is a death metal album called
Q6104306,John P Stevens High School,P138,what individual is jp stevens high school named after
Q700674,Operation Cobra,P710,Who was the army chief of staff in operation cobra
Q1837775,Jackie Collins,R50,what are some works by jackie collins
Q14567341,Herbert F Leary,P20,where did herbert f leary pass away 
Q982175,Dennis Prager,P19,where was dennis prager born 
Q370671,Battle of Franklin,P710,who was involved in the  battle of franklin (1864)
Q3814452,Ken'ichi Yajima,P19,where was kenichi yajima born
Q7744235,The Kid Super Power Hour with Shazam,P364,What language was spoken on the kid super power hour with shazam
Q391267,Dungeons & Dragons: Wrath of the Dragon God,P136,"What Netflix genre is ""Dungeons and Dragons: Wrath of the Dragon God"""
Q3809316,John Harris,P21,what is john harris gender 
Q7229297,Popeye the Sailor Meets Ali Baba Forty Thieves,P136,what type of film is popeye the sailor meets ali babas forty thieves
Q3989161,The Sea Wolf,P495,Where was the film the sea wolf shot in
Q2314195,Shining Knight,P170,Who created the character the shining knight
Q20199,Montanera,P421,what time zone is montanera located in
Q3828764,Thor and the Amazon Women,P136,thor and the amazon women is what type of film genre
Q16255658,Urban Ghost Story,P495,which country is urban ghost story from
Q2556603,Madhur Jaffrey,P27,Which nation is madhur jaffrey from
Q3853027,Max Crivello,P27,what european country is max crivello
Q1175150,David Leavitt,R50,What is a book that david leavitt wrote
Q957024,Joseph Williams,R86,what type of school type is central high school
Q5287,Japanese,R136,what are netflix movie titles in the japanese language
Q5207001,DZLB-FM,P1408,Which area does dzlb-fm serve
Q7248129,Q7248129,P136,what kind of film is professor 
Q11399,rock music,R136,Name a  rock music artist
Q37073,pop music,R136,Who is a pop music artist
Q79990,Christchurch,R19,Who was born in christchurch
Q846224,fighting game,R136,what nintendo ds fighting game was released in 2011
Q7762865,The Season of Men,P495,Which nation filmed the season of men 
Q1950198,Take This to Your Grave,P136,What kind of album is take this to your grave
Q2829062,Akira Fubuki,P19,what is the place of birth of akira fubuki
Q317469,Glenn Tipton,P1303,What instrument is glenn tipton known for
Q37073,pop music,R136,whats the name of an artist known for pop music
Q192720,Thomas Gainsborough,R138,What is a place that was named after thomas gainsborough
Q2333043,Calvaire,P136,what movie genre does  calvaire belong to 
Q3532345,Torneko no Daiboken: Fushigi no Dungeon,P136,what kind of cvg is torneko no daiboken: fushigi no dungeon
Q7294614,Rarua Dikana,P21,What gender is rarua dikana
Q2296698,David Gordon Green,R57,what films were directed by david gordon green
Q171632,Maracaibo,R19,what the name of a relief pitcher born in maracaibo
Q782551,Pip Williams,P27,what is pip williams nationality
Q3313010,Tininho,P413,tininho plays which position
Q1355290,Jeremy Spencer,R175,What an album from jeremy spencer
Q967683,Priest,P58,Who wrote the story of the film priest
Q5132153,Cleveland High School,P138,who was cleveland high school named after
Q11399,rock music,R136,who is a rock music artist
Q913561,Merry Christmas,P136,what type of music is on merry christmas
Q2622000,14960 Yule,P31,what category is 14960 yule
Q846662,game show,R136,what program is from the genre game show
Q6172882,Jeena Yahan,P57,who directed jeena yahan
Q1048902,pitcher,R413,what person plays the baseball position of a pitcher
Q24925,science fiction,R136,what is a science fiction book
Q1396122,HD 24040,P31,What type of celestial body is hd 24040 categorized as
Q487965,industrial music,R136,Who would be labeled a industrial music artist
Q5335097,Ed Lothamer,P413,what position does  ed lothamer play
Q1105631,Code Name: The Cleaner,P272,What company produced code name: the cleaner
Q30,United States of America,R19,Who was born in the united states
Q16730123,James Jacobs,R50,what has james jacobs (game designer) written
Q8687,Athletic Club,P115,What is athletic bilbao home stadium
Q5978683,I Only Have Eyes for You,P364,What is the language of the film i only have eyes for you
Q3002890,Cristina Marsillach,P21,What is Cristina Marsillach profession
Q6586263,Rungtham Pumseenil,P19,Where was Rungtham Pumseenil place of birth
Q285444,Madeleine Peyroux,R175,What is an album by madeleine peyroux
Q4711922,Alberto Almici,P413,what is  alberto almicis position in soccer
Q2337769,Spider-Man 3,P123,who is the publisher for spider-man 3
Q1570859,Waalbrug,P31,what kind of bridge is the waalbrug
Q4706191,Alan Black,P19,Where was alan black born
Q1097375,Go Go Tales,P495,what country is the movie go go tales from
Q788070,Yojiro Takita,P172,What is Yojiro Takita ethnicity
Q956,Beijing,R19,Who is someone that was born in beijing
Q277903,Surf Nazis Must Die,P136,what type of movie is surf nazis must die
Q16104657,Terry Evans,P264,who label does terry evans work for
Q525,Sun,P398,what is a Mars-crossing astroid that orbits the sun
Q157443,comedy film,R136,What is the name of a comedy film on netflix
Q544611,Richard Yates,P737,Who influenced richard yates (novelist)
